1,Acadedge 11th Physics,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,11,2
2,Acadedge 11th Chemistry,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,11,2
3,Acadedge 11th Maths,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,11,2
4,Acadedge 11th Biology,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,11,2
5,Acadedge 12th Physics,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,12,2
6,Acadedge 12th Chemistry,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,12,2
7,Acadedge 12th Maths,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,12,2
8,Acadedge 12th Biology,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,12,2
9,Acadedge JEE Physics,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,JEE,2
10,Acadedge JEE Chemistry,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,JEE,2
11,Acadedge JEE Maths,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,JEE,2
12,Acadedge NEET Physics,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,NEET,2
13,Acadedge NEET Chemistry,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,NEET,2
14,Acadedge NEET Biology,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,https://teams.microsoft.com/dl/launcher/launcher.html?type=meetup-join&deeplinkId=81fe71e0-6209-4aa8-a5f5-96b138a8a6f1&directDl=true&msLaunch=true&enableMobilePage=true&url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_MWRiMjZiZTMtODcyMS00OWVhLTgyYjktM2JhYTY5MTBkZmZj@thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%253A%2522a312a040-0b45-4ac6-80f6-4b1c5429aa60%2522%252C%2522Oid%2522%253A%2522d81a6f1a-4971-4ccf-9604-01d248c6a912%2522%257D%26anon%3Dtrue&suppressPrompt=true,NEET,2
